,date,State,Depression,Anxiety,Unemployment,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,retail,grocery,parks,transit,work,residential,week,sin_week,cos_week
24,2016-10-30,AL,0.5958044881252139,-0.3498641511124864,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,-0.9266896074318335,0.375827582114238
25,2016-11-06,AL,-0.5518216325625487,-0.750120400111192,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,-0.8757349421956372,0.48279220273074425
26,2016-11-13,AL,0.9783465283544681,-0.8072998642538642,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-0.8124868780056815,0.5829794791144718
27,2016-11-20,AL,-0.825065947012016,-2.008068611249981,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,-0.7378332790417279,0.6749830015182099
28,2016-11-27,AL,0.5958044881252139,-0.06396683039912525,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,-0.6528221181905214,0.7575112421616202
29,2016-12-04,AL,0.9783465283544681,0.10757156202889143,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,-0.5586467658036526,0.8294056854502017
30,2016-12-11,AL,-0.11463072944340102,-0.46422307939783086,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,-0.45662923739371375,0.889657090994747
31,2016-12-18,AL,-0.3878750438928683,-0.46422307939783086,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,-0.34820163543439914,0.9374196611341208
32,2016-12-25,AL,-1.1529591243513766,-0.40704361525515864,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,-0.23488604578098374,0.9720229140804107
33,2017-01-01,AL,1.3608885685837222,-0.1783257586844697,-0.527139426792038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,-0.11827317092136551,0.992981096013517
34,2017-01-08,AL,0.486506762345427,-0.9216587925392087,-0.41759666592943245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1182731709213658,0.9929810960135169
35,2017-01-15,AL,-0.05998186655350757,0.2219304903142359,-0.4723680463607352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.23488604578098368,0.9720229140804107
