,date,State,Depression,Anxiety,Unemployment,ConfirmedCases,ConfirmedDeaths,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,retail,grocery,parks,transit,work,residential,week,sin_week,cos_week
0,2016-05-15,AL,51,38,4,,,,,,,,,,,,,19,0.7765238627180424,-0.630087843581711
1,2016-05-22,AL,50,49,3,,,,,,,,,,,,,20,0.6965510290629972,-0.717507257044331
2,2016-05-29,AL,49,50,4,,,,,,,,,,,,,21,0.6068001458185932,-0.7948544414133534
3,2016-06-05,AL,23,64,3,,,,,,,,,,,,,22,0.5085311186492207,-0.8610436117673553
4,2016-06-12,AL,35,40,4,,,,,,,,,,,,,23,0.4031234292879726,-0.9151456172430182
5,2016-06-19,AL,41,28,4,,,,,,,,,,,,,24,0.29205677063697594,-0.9564009842765224
6,2016-06-26,AL,51,67,4,,,,,,,,,,,,,25,0.17689027512257316,-0.9842305779475968
7,2016-07-03,AL,32,44,4,,,,,,,,,,,,,26,0.05924062789371414,-0.9982437317643215
8,2016-07-10,AL,64,60,5,,,,,,,,,,,,,27,-0.05924062789371389,-0.9982437317643215
9,2016-07-17,AL,33,43,2,,,,,,,,,,,,,28,-0.1768902751225729,-0.9842305779475968
10,2016-07-24,AL,76,52,4,,,,,,,,,,,,,29,-0.29205677063697566,-0.9564009842765224
11,2016-07-31,AL,51,52,4,,,,,,,,,,,,,30,-0.403123429287972,-0.9151456172430186
12,2016-08-07,AL,50,49,6,,,,,,,,,,,,,31,-0.5085311186492202,-0.8610436117673557
13,2016-08-14,AL,63,70,3,,,,,,,,,,,,,32,-0.6068001458185934,-0.7948544414133533
14,2016-08-21,AL,52,41,4,,,,,,,,,,,,,33,-0.6965510290629969,-0.7175072570443312
15,2016-08-28,AL,70,55,4,,,,,,,,,,,,,34,-0.7765238627180426,-0.6300878435817109
16,2016-09-04,AL,61,60,3,,,,,,,,,,,,,35,-0.845596003501826,-0.533823377964791
17,2016-09-11,AL,55,57,3,,,,,,,,,,,,,36,-0.9027978299657435,-0.4300652022765204
18,2016-09-18,AL,82,42,3,,,,,,,,,,,,,37,-0.9473263538541913,-0.32026985386283807
19,2016-09-25,AL,55,58,3,,,,,,,,,,,,,38,-0.9785564922995039,-0.2059786187410985
20,2016-10-02,AL,57,70,4,,,,,,,,,,,,,39,-0.9960498426152169,-0.08879589532293546
21,2016-10-09,AL,50,75,3,,,,,,,,,,,,,40,-0.9995608365087943,0.02963332782255942
22,2016-10-16,AL,69,59,3,,,,,,,,,,,,,41,-0.9890401873221641,0.14764656400248038
23,2016-10-23,AL,69,54,1,,,,,,,,,,,,,42,-0.9646355819083585,0.263587166069068
24,2016-10-30,AL,65,55,3,,,,,,,,,,,,,43,-0.9266896074318335,0.375827582114238
25,2016-11-06,AL,44,48,3,,,,,,,,,,,,,44,-0.8757349421956372,0.48279220273074425
26,2016-11-13,AL,72,47,3,,,,,,,,,,,,,45,-0.8124868780056815,0.5829794791144718
27,2016-11-20,AL,39,26,3,,,,,,,,,,,,,46,-0.7378332790417279,0.6749830015182099
28,2016-11-27,AL,65,60,3,,,,,,,,,,,,,47,-0.6528221181905214,0.7575112421616202
29,2016-12-04,AL,72,63,3,,,,,,,,,,,,,48,-0.5586467658036526,0.8294056854502017
30,2016-12-11,AL,52,53,4,,,,,,,,,,,,,49,-0.45662923739371375,0.889657090994747
31,2016-12-18,AL,47,53,3,,,,,,,,,,,,,50,-0.34820163543439914,0.9374196611341208
32,2016-12-25,AL,33,54,3,,,,,,,,,,,,,51,-0.23488604578098374,0.9720229140804107
33,2017-01-01,AL,79,58,3,,,,,,,,,,,,,52,-0.11827317092136551,0.992981096013517
34,2017-01-08,AL,63,45,5,,,,,,,,,,,,,1,0.1182731709213658,0.9929810960135169
35,2017-01-15,AL,53,65,4,,,,,,,,,,,,,2,0.23488604578098368,0.9720229140804107
36,2017-01-22,AL,82,40,4,,,,,,,,,,,,,3,0.34820163543439875,0.9374196611341209
37,2017-01-29,AL,79,80,3,,,,,,,,,,,,,4,0.4566292373937131,0.8896570909947473
38,2017-02-05,AL,67,66,3,,,,,,,,,,,,,5,0.5586467658036525,0.8294056854502018
39,2017-02-12,AL,77,64,4,,,,,,,,,,,,,6,0.6528221181905216,0.7575112421616201
40,2017-02-19,AL,63,80,5,,,,,,,,,,,,,7,0.7378332790417272,0.6749830015182106
41,2017-02-26,AL,77,52,3,,,,,,,,,,,,,8,0.8124868780056813,0.5829794791144721
42,2017-03-05,AL,53,58,4,,,,,,,,,,,,,9,0.8757349421956369,0.48279220273074486
43,2017-03-12,AL,46,49,3,,,,,,,,,,,,,10,0.9266896074318334,0.3758275821142382
44,2017-03-19,AL,64,74,4,,,,,,,,,,,,,11,0.9646355819083586,0.2635871660690678
45,2017-03-26,AL,59,71,3,,,,,,,,,,,,,12,0.9890401873221639,0.14764656400248127
46,2017-04-02,AL,52,57,4,,,,,,,,,,,,,13,0.9995608365087943,0.029633327822559667
47,2017-04-09,AL,74,60,4,,,,,,,,,,,,,14,0.9960498426152169,-0.08879589532293478
48,2017-04-16,AL,100,38,3,,,,,,,,,,,,,15,0.978556492299504,-0.20597861874109827
49,2017-04-23,AL,73,90,3,,,,,,,,,,,,,16,0.9473263538541914,-0.32026985386283763
50,2017-04-30,AL,62,70,2,,,,,,,,,,,,,17,0.9027978299657434,-0.43006520227652056
51,2017-05-07,AL,53,52,2,,,,,,,,,,,,,18,0.8455960035018261,-0.5338233779647907
52,2017-05-14,AL,74,43,4,,,,,,,,,,,,,19,0.7765238627180424,-0.630087843581711
53,2017-05-21,AL,52,58,3,,,,,,,,,,,,,20,0.6965510290629972,-0.717507257044331
54,2017-05-28,AL,26,67,5,,,,,,,,,,,,,21,0.6068001458185932,-0.7948544414133534
55,2017-06-04,AL,34,67,3,,,,,,,,,,,,,22,0.5085311186492207,-0.8610436117673553
56,2017-06-11,AL,64,31,6,,,,,,,,,,,,,23,0.4031234292879726,-0.9151456172430182
57,2017-06-18,AL,54,66,4,,,,,,,,,,,,,24,0.29205677063697594,-0.9564009842765224
58,2017-06-25,AL,79,55,4,,,,,,,,,,,,,25,0.17689027512257316,-0.9842305779475968
59,2017-07-02,AL,53,62,3,,,,,,,,,,,,,26,0.05924062789371414,-0.9982437317643215
60,2017-07-09,AL,51,61,5,,,,,,,,,,,,,27,-0.05924062789371389,-0.9982437317643215
61,2017-07-16,AL,50,59,4,,,,,,,,,,,,,28,-0.1768902751225729,-0.9842305779475968
62,2017-07-23,AL,51,57,3,,,,,,,,,,,,,29,-0.29205677063697566,-0.9564009842765224
63,2017-07-30,AL,52,67,4,,,,,,,,,,,,,30,-0.403123429287972,-0.9151456172430186
64,2017-08-06,AL,33,56,3,,,,,,,,,,,,,31,-0.5085311186492202,-0.8610436117673557
65,2017-08-13,AL,69,66,3,,,,,,,,,,,,,32,-0.6068001458185934,-0.7948544414133533
66,2017-08-20,AL,57,41,3,,,,,,,,,,,,,33,-0.6965510290629969,-0.7175072570443312
67,2017-08-27,AL,52,55,3,,,,,,,,,,,,,34,-0.7765238627180426,-0.6300878435817109
68,2017-09-03,AL,56,61,3,,,,,,,,,,,,,35,-0.845596003501826,-0.533823377964791
69,2017-09-10,AL,66,69,3,,,,,,,,,,,,,36,-0.9027978299657435,-0.4300652022765204
70,2017-09-17,AL,61,54,4,,,,,,,,,,,,,37,-0.9473263538541913,-0.32026985386283807
71,2017-09-24,AL,48,51,3,,,,,,,,,,,,,38,-0.9785564922995039,-0.2059786187410985
72,2017-10-01,AL,82,61,3,,,,,,,,,,,,,39,-0.9960498426152169,-0.08879589532293546
73,2017-10-08,AL,64,77,3,,,,,,,,,,,,,40,-0.9995608365087943,0.02963332782255942
74,2017-10-15,AL,78,70,3,,,,,,,,,,,,,41,-0.9890401873221641,0.14764656400248038
75,2017-10-22,AL,64,57,3,,,,,,,,,,,,,42,-0.9646355819083585,0.263587166069068
76,2017-10-29,AL,81,65,3,,,,,,,,,,,,,43,-0.9266896074318335,0.375827582114238
77,2017-11-05,AL,49,42,4,,,,,,,,,,,,,44,-0.8757349421956372,0.48279220273074425
78,2017-11-12,AL,51,53,3,,,,,,,,,,,,,45,-0.8124868780056815,0.5829794791144718
79,2017-11-19,AL,36,51,2,,,,,,,,,,,,,46,-0.7378332790417279,0.6749830015182099
80,2017-11-26,AL,62,78,4,,,,,,,,,,,,,47,-0.6528221181905214,0.7575112421616202
81,2017-12-03,AL,64,53,3,,,,,,,,,,,,,48,-0.5586467658036526,0.8294056854502017
82,2017-12-10,AL,58,57,3,,,,,,,,,,,,,49,-0.45662923739371375,0.889657090994747
83,2017-12-17,AL,47,57,4,,,,,,,,,,,,,50,-0.34820163543439914,0.9374196611341208
84,2017-12-24,AL,39,40,4,,,,,,,,,,,,,51,-0.23488604578098374,0.9720229140804107
85,2017-12-31,AL,51,42,4,,,,,,,,,,,,,52,-0.11827317092136551,0.992981096013517
86,2018-01-07,AL,47,50,4,,,,,,,,,,,,,1,0.1182731709213658,0.9929810960135169
87,2018-01-14,AL,58,63,6,,,,,,,,,,,,,2,0.23488604578098368,0.9720229140804107
88,2018-01-21,AL,75,66,4,,,,,,,,,,,,,3,0.34820163543439875,0.9374196611341209
89,2018-01-28,AL,74,64,4,,,,,,,,,,,,,4,0.4566292373937131,0.8896570909947473
90,2018-02-04,AL,59,71,2,,,,,,,,,,,,,5,0.5586467658036525,0.8294056854502018
91,2018-02-11,AL,64,35,3,,,,,,,,,,,,,6,0.6528221181905216,0.7575112421616201
92,2018-02-18,AL,85,58,3,,,,,,,,,,,,,7,0.7378332790417272,0.6749830015182106
93,2018-02-25,AL,90,64,3,,,,,,,,,,,,,8,0.8124868780056813,0.5829794791144721
94,2018-03-04,AL,67,68,2,,,,,,,,,,,,,9,0.8757349421956369,0.48279220273074486
95,2018-03-11,AL,71,67,4,,,,,,,,,,,,,10,0.9266896074318334,0.3758275821142382
96,2018-03-18,AL,66,63,3,,,,,,,,,,,,,11,0.9646355819083586,0.2635871660690678
97,2018-03-25,AL,66,44,3,,,,,,,,,,,,,12,0.9890401873221639,0.14764656400248127
98,2018-04-01,AL,55,50,3,,,,,,,,,,,,,13,0.9995608365087943,0.029633327822559667
99,2018-04-08,AL,65,68,3,,,,,,,,,,,,,14,0.9960498426152169,-0.08879589532293478
100,2018-04-15,AL,80,62,3,,,,,,,,,,,,,15,0.978556492299504,-0.20597861874109827
101,2018-04-22,AL,58,67,4,,,,,,,,,,,,,16,0.9473263538541914,-0.32026985386283763
102,2018-04-29,AL,64,70,2,,,,,,,,,,,,,17,0.9027978299657434,-0.43006520227652056
103,2018-05-06,AL,68,45,3,,,,,,,,,,,,,18,0.8455960035018261,-0.5338233779647907
104,2018-05-13,AL,66,51,3,,,,,,,,,,,,,19,0.7765238627180424,-0.630087843581711
105,2018-05-20,AL,57,52,4,,,,,,,,,,,,,20,0.6965510290629972,-0.717507257044331
106,2018-05-27,AL,45,76,3,,,,,,,,,,,,,21,0.6068001458185932,-0.7948544414133534
107,2018-06-03,AL,61,80,4,,,,,,,,,,,,,22,0.5085311186492207,-0.8610436117673553
108,2018-06-10,AL,63,72,4,,,,,,,,,,,,,23,0.4031234292879726,-0.9151456172430182
109,2018-06-17,AL,65,68,2,,,,,,,,,,,,,24,0.29205677063697594,-0.9564009842765224
110,2018-06-24,AL,40,54,3,,,,,,,,,,,,,25,0.17689027512257316,-0.9842305779475968
111,2018-07-01,AL,52,63,3,,,,,,,,,,,,,26,0.05924062789371414,-0.9982437317643215
112,2018-07-08,AL,58,87,5,,,,,,,,,,,,,27,-0.05924062789371389,-0.9982437317643215
113,2018-07-15,AL,64,63,3,,,,,,,,,,,,,28,-0.1768902751225729,-0.9842305779475968
114,2018-07-22,AL,57,62,3,,,,,,,,,,,,,29,-0.29205677063697566,-0.9564009842765224
115,2018-07-29,AL,41,89,4,,,,,,,,,,,,,30,-0.403123429287972,-0.9151456172430186
116,2018-08-05,AL,47,66,4,,,,,,,,,,,,,31,-0.5085311186492202,-0.8610436117673557
117,2018-08-12,AL,41,56,4,,,,,,,,,,,,,32,-0.6068001458185934,-0.7948544414133533
118,2018-08-19,AL,37,62,3,,,,,,,,,,,,,33,-0.6965510290629969,-0.7175072570443312
119,2018-08-26,AL,66,53,3,,,,,,,,,,,,,34,-0.7765238627180426,-0.6300878435817109
120,2018-09-02,AL,60,65,2,,,,,,,,,,,,,35,-0.845596003501826,-0.533823377964791
121,2018-09-09,AL,49,60,4,,,,,,,,,,,,,36,-0.9027978299657435,-0.4300652022765204
122,2018-09-16,AL,54,59,3,,,,,,,,,,,,,37,-0.9473263538541913,-0.32026985386283807
123,2018-09-23,AL,71,64,3,,,,,,,,,,,,,38,-0.9785564922995039,-0.2059786187410985
124,2018-09-30,AL,72,81,3,,,,,,,,,,,,,39,-0.9960498426152169,-0.08879589532293546
125,2018-10-07,AL,56,50,3,,,,,,,,,,,,,40,-0.9995608365087943,0.02963332782255942
126,2018-10-14,AL,80,57,3,,,,,,,,,,,,,41,-0.9890401873221641,0.14764656400248038
127,2018-10-21,AL,76,70,4,,,,,,,,,,,,,42,-0.9646355819083585,0.263587166069068
128,2018-10-28,AL,51,66,3,,,,,,,,,,,,,43,-0.9266896074318335,0.375827582114238
129,2018-11-04,AL,79,82,3,,,,,,,,,,,,,44,-0.8757349421956372,0.48279220273074425
130,2018-11-11,AL,77,58,4,,,,,,,,,,,,,45,-0.8124868780056815,0.5829794791144718
131,2018-11-18,AL,46,54,2,,,,,,,,,,,,,46,-0.7378332790417279,0.6749830015182099
132,2018-11-25,AL,58,65,4,,,,,,,,,,,,,47,-0.6528221181905214,0.7575112421616202
133,2018-12-02,AL,83,72,2,,,,,,,,,,,,,48,-0.5586467658036526,0.8294056854502017
134,2018-12-09,AL,68,59,3,,,,,,,,,,,,,49,-0.45662923739371375,0.889657090994747
135,2018-12-16,AL,52,59,3,,,,,,,,,,,,,50,-0.34820163543439914,0.9374196611341208
136,2018-12-23,AL,57,65,4,,,,,,,,,,,,,51,-0.23488604578098374,0.9720229140804107
137,2018-12-30,AL,52,66,4,,,,,,,,,,,,,52,-0.11827317092136551,0.992981096013517
138,2019-01-06,AL,57,67,4,,,,,,,,,,,,,1,0.1182731709213658,0.9929810960135169
139,2019-01-13,AL,76,71,4,,,,,,,,,,,,,2,0.23488604578098368,0.9720229140804107
140,2019-01-20,AL,65,51,3,,,,,,,,,,,,,3,0.34820163543439875,0.9374196611341209
141,2019-01-27,AL,82,77,3,,,,,,,,,,,,,4,0.4566292373937131,0.8896570909947473
142,2019-02-03,AL,61,73,3,,,,,,,,,,,,,5,0.5586467658036525,0.8294056854502018
143,2019-02-10,AL,90,56,3,,,,,,,,,,,,,6,0.6528221181905216,0.7575112421616201
144,2019-02-17,AL,55,52,3,,,,,,,,,,,,,7,0.7378332790417272,0.6749830015182106
145,2019-02-24,AL,59,53,3,,,,,,,,,,,,,8,0.8124868780056813,0.5829794791144721
146,2019-03-03,AL,84,63,3,,,,,,,,,,,,,9,0.8757349421956369,0.48279220273074486
147,2019-03-10,AL,83,60,4,,,,,,,,,,,,,10,0.9266896074318334,0.3758275821142382
148,2019-03-17,AL,42,74,4,,,,,,,,,,,,,11,0.9646355819083586,0.2635871660690678
149,2019-03-24,AL,71,62,2,,,,,,,,,,,,,12,0.9890401873221639,0.14764656400248127
150,2019-03-31,AL,62,75,4,,,,,,,,,,,,,13,0.9995608365087943,0.029633327822559667
151,2019-04-07,AL,68,71,3,,,,,,,,,,,,,14,0.9960498426152169,-0.08879589532293478
152,2019-04-14,AL,72,65,3,,,,,,,,,,,,,15,0.978556492299504,-0.20597861874109827
153,2019-04-21,AL,57,64,3,,,,,,,,,,,,,16,0.9473263538541914,-0.32026985386283763
154,2019-04-28,AL,56,66,3,,,,,,,,,,,,,17,0.9027978299657434,-0.43006520227652056
155,2019-05-05,AL,51,80,2,,,,,,,,,,,,,18,0.8455960035018261,-0.5338233779647907
156,2019-05-12,AL,59,70,2,,,,,,,,,,,,,19,0.7765238627180424,-0.630087843581711
157,2019-05-19,AL,49,53,3,,,,,,,,,,,,,20,0.6965510290629972,-0.717507257044331
158,2019-05-26,AL,50,43,4,,,,,,,,,,,,,21,0.6068001458185932,-0.7948544414133534
159,2019-06-02,AL,55,82,3,,,,,,,,,,,,,22,0.5085311186492207,-0.8610436117673553
160,2019-06-09,AL,50,76,3,,,,,,,,,,,,,23,0.4031234292879726,-0.9151456172430182
161,2019-06-16,AL,53,55,5,,,,,,,,,,,,,24,0.29205677063697594,-0.9564009842765224
162,2019-06-23,AL,47,88,3,,,,,,,,,,,,,25,0.17689027512257316,-0.9842305779475968
163,2019-06-30,AL,51,61,3,,,,,,,,,,,,,26,0.05924062789371414,-0.9982437317643215
164,2019-07-07,AL,73,64,5,,,,,,,,,,,,,27,-0.05924062789371389,-0.9982437317643215
165,2019-07-14,AL,63,56,4,,,,,,,,,,,,,28,-0.1768902751225729,-0.9842305779475968
166,2019-07-21,AL,56,59,3,,,,,,,,,,,,,29,-0.29205677063697566,-0.9564009842765224
167,2019-07-28,AL,58,67,4,,,,,,,,,,,,,30,-0.403123429287972,-0.9151456172430186
168,2019-08-04,AL,41,67,2,,,,,,,,,,,,,31,-0.5085311186492202,-0.8610436117673557
169,2019-08-11,AL,44,53,3,,,,,,,,,,,,,32,-0.6068001458185934,-0.7948544414133533
170,2019-08-18,AL,52,58,4,,,,,,,,,,,,,33,-0.6965510290629969,-0.7175072570443312
171,2019-08-25,AL,53,85,2,,,,,,,,,,,,,34,-0.7765238627180426,-0.6300878435817109
172,2019-09-01,AL,50,67,3,,,,,,,,,,,,,35,-0.845596003501826,-0.533823377964791
173,2019-09-08,AL,56,64,2,,,,,,,,,,,,,36,-0.9027978299657435,-0.4300652022765204
174,2019-09-15,AL,49,62,4,,,,,,,,,,,,,37,-0.9473263538541913,-0.32026985386283807
175,2019-09-22,AL,73,67,3,,,,,,,,,,,,,38,-0.9785564922995039,-0.2059786187410985
176,2019-09-29,AL,71,64,4,,,,,,,,,,,,,39,-0.9960498426152169,-0.08879589532293546
177,2019-10-06,AL,48,57,3,,,,,,,,,,,,,40,-0.9995608365087943,0.02963332782255942
178,2019-10-13,AL,57,63,3,,,,,,,,,,,,,41,-0.9890401873221641,0.14764656400248038
179,2019-10-20,AL,78,63,3,,,,,,,,,,,,,42,-0.9646355819083585,0.263587166069068
180,2019-10-27,AL,46,68,2,,,,,,,,,,,,,43,-0.9266896074318335,0.375827582114238
181,2019-11-03,AL,92,80,3,,,,,,,,,,,,,44,-0.8757349421956372,0.48279220273074425
182,2019-11-10,AL,59,69,2,,,,,,,,,,,,,45,-0.8124868780056815,0.5829794791144718
183,2019-11-17,AL,68,72,3,,,,,,,,,,,,,46,-0.7378332790417279,0.6749830015182099
184,2019-11-24,AL,34,54,2,,,,,,,,,,,,,47,-0.6528221181905214,0.7575112421616202
185,2019-12-01,AL,62,67,4,,,,,,,,,,,,,48,-0.5586467658036526,0.8294056854502017
186,2019-12-08,AL,64,49,2,,,,,,,,,,,,,49,-0.45662923739371375,0.889657090994747
187,2019-12-15,AL,59,65,4,,,,,,,,,,,,,50,-0.34820163543439914,0.9374196611341208
188,2019-12-22,AL,48,55,4,,,,,,,,,,,,,51,-0.23488604578098374,0.9720229140804107
189,2019-12-29,AL,28,66,4,,,,,,,,,,,,,52,-0.11827317092136551,0.992981096013517
190,2020-01-05,AL,56,65,4,,,0.0,0.0,0.0,0.0,,,,,,,1,0.1182731709213658,0.9929810960135169
191,2020-01-12,AL,47,62,4,,,0.0,0.0,0.0,0.0,,,,,,,2,0.23488604578098368,0.9720229140804107
192,2020-01-19,AL,60,54,3,,,0.0,0.0,0.0,0.0,,,,,,,3,0.34820163543439875,0.9374196611341209
193,2020-01-26,AL,48,63,3,0.0,0.0,0.0,5.21,5.95,0.0,,,,,,,4,0.4566292373937131,0.8896570909947473
194,2020-02-02,AL,55,64,3,0.0,0.0,0.0,5.21,5.95,0.0,,,,,,,5,0.5586467658036525,0.8294056854502018
195,2020-02-09,AL,67,53,3,0.0,0.0,0.0,5.21,5.95,0.0,,,,,,,6,0.6528221181905216,0.7575112421616201
196,2020-02-16,AL,63,59,3,0.0,0.0,0.0,5.21,5.95,0.0,0.0,-2.0,-7.0,3.0,-1.0,1.0,7,0.7378332790417272,0.6749830015182106
197,2020-02-23,AL,57,56,2,0.0,0.0,0.0,5.21,5.95,0.0,3.0,2.0,24.0,16.0,2.0,0.0,8,0.8124868780056813,0.5829794791144721
198,2020-03-01,AL,64,55,2,0.0,0.0,0.0,5.21,5.95,0.0,16.0,10.0,53.0,21.0,4.0,-2.0,9,0.8757349421956369,0.48279220273074486
199,2020-03-08,AL,69,50,3,0.0,0.0,8.33,11.98,13.69,0.0,12.0,8.0,55.0,20.0,3.0,-1.0,10,0.9266896074318334,0.3758275821142382
200,2020-03-15,AL,78,55,20,28.0,0.0,26.85,27.6,31.55,0.0,-7.0,16.0,16.0,6.0,-4.0,2.0,11,0.9646355819083586,0.2635871660690678
201,2020-03-22,AL,68,61,47,180.0,0.0,60.65,49.22,54.46,12.5,-40.0,-7.0,2.0,-22.0,-27.0,9.0,12,0.9890401873221639,0.14764656400248127
202,2020-03-29,AL,56,62,73,880.0,10.0,73.61,62.76,62.8,62.5,-41.0,-13.0,19.0,-30.0,-32.0,9.0,13,0.9995608365087943,0.029633327822559667
203,2020-04-05,AL,70,63,84,1905.0,45.0,79.63,70.83,72.02,62.5,-50.0,-18.0,-1.0,-40.0,-36.0,12.0,14,0.9960498426152169,-0.08879589532293478
204,2020-04-12,AL,34,56,100,3667.0,93.0,79.63,70.83,72.02,62.5,-64.0,-47.0,-50.0,-51.0,-45.0,13.0,15,0.978556492299504,-0.20597861874109827
205,2020-04-19,AL,73,60,84,4978.0,157.0,79.63,70.83,72.02,62.5,-45.0,-24.0,-44.0,-45.0,-37.0,12.0,16,0.9473263538541914,-0.32026985386283763
206,2020-04-26,AL,74,56,79,6475.0,219.0,79.63,70.83,72.02,62.5,-30.0,-7.0,15.0,-29.0,-31.0,8.0,17,0.9027978299657434,-0.43006520227652056
207,2020-05-03,AL,63,67,72,7977.0,290.0,72.22,69.01,69.94,62.5,-20.0,4.0,52.0,-18.0,-27.0,6.0,18,0.8455960035018261,-0.5338233779647907
208,2020-05-10,AL,42,60,69,9982.0,393.0,72.22,69.01,69.94,62.5,-19.0,13.0,53.0,-10.0,-23.0,4.0,19,0.7765238627180424,-0.630087843581711
209,2020-05-17,AL,34,77,69,12137.0,488.0,72.22,69.01,69.94,62.5,-18.0,-1.0,30.0,-12.0,-21.0,6.0,20,0.6965510290629972,-0.717507257044331
210,2020-05-24,AL,41,64,85,14676.0,551.0,56.48,60.16,59.82,62.5,-13.0,10.0,89.0,-8.0,-21.0,3.0,21,0.6068001458185932,-0.7948544414133534
211,2020-05-31,AL,59,48,64,18200.0,630.0,56.48,60.16,59.82,62.5,-9.0,5.0,79.0,3.0,-14.0,3.0,22,0.5085311186492207,-0.8610436117673553
212,2020-06-07,AL,51,66,64,20777.0,692.0,51.85,59.64,59.23,62.5,-15.0,-1.0,36.0,-7.0,-17.0,5.0,23,0.4031234292879726,-0.9151456172430182
213,2020-06-14,AL,53,94,63,26182.0,773.0,51.85,59.64,59.23,62.5,-8.0,5.0,75.0,10.0,-14.0,2.0,24,0.29205677063697594,-0.9564009842765224
214,2020-06-21,AL,54,69,55,30122.0,839.0,50.0,58.59,58.04,62.5,-10.0,7.0,58.0,8.0,-15.0,2.0,25,0.17689027512257316,-0.9842305779475968
215,2020-06-28,AL,49,63,64,36503.0,919.0,50.0,58.59,58.04,62.5,-10.0,1.0,58.0,11.0,-13.0,3.0,26,0.05924062789371414,-0.9982437317643215
216,2020-07-05,AL,63,80,61,44022.0,1007.0,50.0,58.59,58.04,62.5,-18.0,-7.0,46.0,11.0,-21.0,4.0,27,-0.05924062789371389,-0.9982437317643215
217,2020-07-12,AL,47,71,57,54781.0,1121.0,50.0,58.59,58.04,62.5,-16.0,-4.0,29.0,5.0,-18.0,5.0,28,-0.1768902751225729,-0.9842305779475968
218,2020-07-19,AL,52,94,55,67733.0,1287.0,50.0,59.38,58.93,62.5,-12.0,1.0,48.0,7.0,-18.0,4.0,29,-0.29205677063697566,-0.9564009842765224
219,2020-07-26,AL,51,77,62,79948.0,1473.0,50.0,59.38,58.93,62.5,-13.0,-1.0,51.0,5.0,-18.0,4.0,30,-0.403123429287972,-0.9151456172430186
220,2020-08-02,AL,35,70,55,91458.0,1627.0,50.0,56.25,58.93,37.5,-10.0,3.0,59.0,8.0,-18.0,3.0,31,-0.5085311186492202,-0.8610436117673557
221,2020-08-09,AL,58,65,67,101466.0,1768.0,50.0,56.25,58.93,37.5,-11.0,1.0,49.0,5.0,-17.0,3.0,32,-0.6068001458185934,-0.7948544414133533
222,2020-08-16,AL,53,75,50,107667.0,1898.0,46.3,54.17,56.55,37.5,-11.0,0.0,51.0,6.0,-17.0,3.0,33,-0.6965510290629969,-0.7175072570443312
223,2020-08-23,AL,64,68,57,115485.0,2013.0,46.3,54.17,56.55,37.5,-15.0,-2.0,34.0,0.0,-16.0,4.0,34,-0.7765238627180426,-0.6300878435817109
224,2020-08-30,AL,57,69,66,124944.0,2162.0,45.37,53.65,55.95,37.5,-17.0,-7.0,15.0,-5.0,-17.0,4.0,35,-0.845596003501826,-0.533823377964791
225,2020-09-06,AL,55,52,50,131690.0,2276.0,45.37,53.65,55.95,37.5,-8.0,4.0,82.0,-3.0,-21.0,1.0,36,-0.9027978299657435,-0.4300652022765204
226,2020-09-13,AL,53,77,42,137861.0,2351.0,43.52,52.6,54.76,37.5,-13.0,-2.0,39.0,-2.0,-18.0,2.0,37,-0.9473263538541913,-0.32026985386283807
227,2020-09-20,AL,54,68,43,144325.0,2437.0,43.52,52.6,54.76,37.5,-11.0,-2.0,46.0,-2.0,-16.0,2.0,38,-0.9785564922995039,-0.2059786187410985
228,2020-09-27,AL,57,58,41,151604.0,2501.0,43.52,52.6,54.76,37.5,-13.0,-6.0,32.0,-3.0,-15.0,3.0,39,-0.9960498426152169,-0.08879589532293546
229,2020-10-04,AL,61,75,43,158717.0,2558.0,43.52,50.52,52.38,37.5,-9.0,-2.0,34.0,0.0,-17.0,1.0,40,-0.9995608365087943,0.02963332782255942
230,2020-10-11,AL,52,77,55,165414.0,2664.0,43.52,50.52,52.38,37.5,-16.0,-6.0,5.0,-6.0,-16.0,4.0,41,-0.9890401873221641,0.14764656400248038
231,2020-10-18,AL,61,73,40,173002.0,2788.0,43.52,50.52,52.38,37.5,-12.0,-3.0,36.0,2.0,-15.0,2.0,42,-0.9646355819083585,0.263587166069068
232,2020-10-25,AL,59,73,32,184723.0,2866.0,43.52,47.4,48.81,37.5,-14.0,-4.0,28.0,-2.0,-16.0,2.0,43,-0.9266896074318335,0.375827582114238
233,2020-11-01,AL,38,50,25,194458.0,2973.0,43.52,47.4,48.81,37.5,-10.0,-1.0,21.0,-7.0,-15.0,1.0,44,-0.8757349421956372,0.48279220273074425
234,2020-11-08,AL,50,63,34,204665.0,3084.0,43.52,47.4,48.81,37.5,-12.0,-5.0,23.0,-9.0,-14.0,3.0,45,-0.8124868780056815,0.5829794791144718
235,2020-11-15,AL,51,82,27,217822.0,3248.0,43.52,47.4,48.81,37.5,-14.0,-4.0,9.0,-9.0,-15.0,3.0,46,-0.7378332790417279,0.6749830015182099
236,2020-11-22,AL,37,56,24,232506.0,3457.0,43.52,47.4,48.81,37.5,-12.0,0.0,15.0,-1.0,-12.0,3.0,47,-0.6528221181905214,0.7575112421616202
